sc_time,sc_routekey,sc_stopkey
8:33 PM,9,1
REQ,9,72
8:42 PM,9,73
8:45 PM,9,35
8:50 PM,9,52
8:53 PM,9,71
9:00 PM,9,1
REQ,9,72
9:09 PM,9,73
9:12 PM,9,35
9:17 PM,9,52
9:20 PM,9,71
9:42 PM,9,1
REQ,9,72
9:51 PM,9,73
9:54 PM,9,35
9:59 PM,9,52
10:02 PM,9,71
10:09 PM,9,1
REQ,9,72
REQ,9,73
REQ,9,35
REQ,9,52
REQ,9,71
